0.0578843	73
0.137742	68
0.184751	96
0.232035	53
0.294296	40
0.342196	27
0.500343	56
0.554814	33
0.58151	38
0.585702	66
0.770881	26
0.815609	94
0.888666	34
0.9426	51
0.960433	21
1.1635	36
1.36611	20
1.71652	43
1.73175	7
1.76535	58
1.80652	24
1.83862	92
1.86791	17
2.39862	76
2.77601	55
3.05094	88
3.1802	9
3.77906	91
3.81473	50
4.18713	23
4.41092	47
4.68483	80
5.14238	74
5.34409	60
5.34606	65
5.50101	70
5.7249	95
5.76704	3
6.72227	46
6.87947	6
7.0219	69
7.07614	5
7.15112	37
7.31194	4
7.38455	79
7.98732	82
8.08751	8
8.30088	97
8.33512	16
8.62629	83
8.91554	61
9.00506	49
9.20155	35
9.38687	77
9.58461	86
10.0059	29
10.3289	67
10.3423	78
10.7582	45
11.3203	18
11.4994	28
12.1796	59
12.3874	57
12.9923	30
13.0371	2
13.086	81
14.634	54
15.1389	48
15.1835	39
15.6898	99
15.7313	15
15.7549	42
16.0885	89
16.2137	25
16.2474	100
16.2544	98
17.0374	72
17.5513	85
17.8916	31
18.1307	71
18.7262	90
19.2499	52
19.3782	19
19.4531	1
19.4638	13
19.7619	10
20.0332	75
20.0695	44
20.2245	11
20.5213	62
20.611	32
20.7091	12
20.8809	22
20.9071	93
21.8809	84
22.2974	64
22.3819	63
22.4792	41
22.5601	87
23.3581	14
23.6648	73
23.8082	68
23.8919	96
23.9767	53
24.0838	40
24.1671	27
24.433	56
24.5355	33
24.6098	38
24.6233	66
25.0357	26
25.1131	94
25.2369	34
25.3275	51
25.3574	21
25.6984	36
26.0425	20
26.6329	43
26.6583	7
26.7144	58
26.7833	24
26.8372	92
26.8867	17
27.8376	76
28.5644	55
29.1071	88
29.3652	9
30.5691	91
30.6392	50
31.3553	23
31.7694	47
32.2581	80
33.0222	74
33.3294	60
33.3323	65
33.5573	70
33.8705	95
33.9284	3
35.1718	46
35.3537	6
35.5117	69
35.5705	5
35.6508	37
35.8205	4
35.8965	79
36.5099	82
36.6065	8
36.8083	97
36.8403	16
37.1101	83
37.3716	61
37.451	49
37.6235	35
37.7851	77
37.9575	86
38.3258	29
38.6053	67
38.6168	78
38.9805	45
39.4826	18
39.6438	28
40.2711	59
40.4641	57
41.0261	30
41.0671	2
41.1118	81
42.5898	54
43.0701	48
43.1117	39
43.5735	99
43.61	15
43.6307	42
43.9163	89
44.0208	25
44.0489	100
44.0547	98
44.7175	72
45.1579	85
45.4501	31
45.6565	71
46.1811	90
46.644	52
46.7544	19
46.8185	1
46.8276	13
47.0831	10
47.3139	75
47.3446	44
47.4753	11
47.7238	62
47.798	32
47.8789	12
48.0215	22
48.0435	93
48.9246	84
49.3244	64
49.4056	63
49.4998	41
49.5791	87
50.4185	14
50.7531	73
50.9081	68
50.9981	96
51.0891	53
51.2045	40
51.2945	27
51.5827	56
51.6942	33
51.7754	38
51.7902	66
52.249	26
52.3354	94
52.4741	34
52.5767	51
52.6109	21
53.0164	36
53.4564	20
54.2637	43
54.2982	7
54.3745	58
54.4687	24
54.5433	92
54.6123	17
56.1166	76
57.3929	55
58.3274	88
58.7476	9
60.4933	91
60.5803	50
61.399	23
61.8134	47
62.2585	80
62.88	74
63.1019	60
63.1039	65
63.2576	70
63.4622	95
63.4991	3
64.2562	46
64.3578	6
64.4434	69
64.4747	5
64.5172	37
64.6064	4
64.6463	79
64.9652	82
65.0137	8
65.1139	97
65.1297	16
65.2631	83
65.3912	61
65.4298	49
65.5134	35
65.5919	77
65.6763	86
65.8593	29
65.9993	67
66.0051	78
66.1928	45
66.4657	18
66.5565	28
66.933	59
67.0553	57
67.4294	30
67.4574	2
67.4882	81
68.6972	54
69.1622	48
69.2036	39
69.6715	99
69.7086	15
69.7296	42
70.0204	89
70.1279	25
70.157	100
70.1631	98
70.8984	72
71.4304	85
71.7999	31
72.0693	71
72.7924	90
73.4502	52
73.6044	19
73.6936	1
73.7063	13
74.0615	10
74.3806	75
74.4228	44
74.6016	11
74.9373	62
75.0364	32
75.1444	12
75.3356	22
75.3653	93
76.6368	84
77.2254	64
77.3425	63
77.4783	41
77.5927	87
78.8376	14
79.3165	73
79.5281	68
79.648	96
79.7675	53
79.9169	40
80.0321	27
80.3924	56
80.5278	33
80.6257	38
80.6436	66
81.1878	26
81.2868	94
81.4437	34
81.5591	51
81.5976	21
82.0606	36
82.5748	20
83.5343	43
83.5731	7
83.6582	58
83.7626	24
83.8451	92
83.9218	17
85.6668	76
87.0867	55
88.0018	88
